ManagedElementType,SubNetwork,ManagedElement,eNBId,cellLocalId,NE_Name,eNBName,CellName,plmn,plmnIdList,frequency,freqBandInd,bandWidth,pci,tac,radioMode,isMultiCP,connectionState,maintainState,administrativeState,ranShareSwitch,ipAddress,mimVersion_full,mimVersion,mimVersion_8,sceneCfg,cellCapaLeveInd,cellSize,rootSequenceIndex,maxCPTransPwr,cpTransPwr,cpSpeRefSigPwr,paForDTCH,pb,networkingMode,antMapDlSeq,antMapUlSeq,retTiltValue,vid,ipAddress_1,vid_1,operState,availStatus,enDcSwch,aauName,aauName_5,vbpName,vswName,aauType,vbpType,vswType,mmModeSwch,sharedId,sharedUniqueId,mcc,mnc,refENBCUCPFunction,refENBDUFunction,refCUEUtranCell,refDUEUtranCell,refECellEquipFunc,refSectorFunction,refAauTxRxGroup,refIrRruTxRxGroup,refPrruTxRxGroup,refTxRfLink,refReplaceableUnit_Aau,refReplaceableUnit_IrRru,refReplaceableUnit_Prru,refReplaceableUnit_rru,name_Aau,name_IrRru,name_Prru,name_rru,aauNames,sharedId_Aau,sharedId_IrRru,sharedId_Prru,sharedId_rru,refBpPoolFunction,refReplaceableUnit_bbu,vbpNames,refReplaceableUnit_vsw,functionMode_bbu,isMultiAauType,isMultiVbpType,rfAppMode,refSubRack,subRackType,sharedMeUniqueId,hasSharedMe,coModePSwch,coModeBSwch,coModeISwch,cellRSPortNum,refPlmn,rruSN,bpSN,ccSN,bbuSN,rruOnAirTime,aauUnitNum,vbpUnitNum
ITBBU,441601,7906389,936342,18,紫金中坝支局5GBBU_3,紫金中坝支局5GBBU_3,GO_N5_4G河源紫金_中坝粮庄RRU3,460-11,460-11,874.2,5,10M,261,9996,FDD,0,1,0,5,1,42.50.51.82,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,144,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,0.0;0.0,200,42.50.51.82,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936342,ENBDUFunction=460-11_936342,"ENBCUCPFunction=460-11_936342,CULTE=1,CUEUtranCellFDDLTE=18","ENBDUFunction=460-11_936342,DULTE=1,DUEUtranCellFDDLTE=18","ENBDUFunction=460-11_936342,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=18-0","SupportFunction=1,SectorFunction=SF_3",,,,"Equipment=1,RfLink=9;Equipment=1,RfLink=10;Equipment=1,RfLink=12;Equipment=1,RfLink=11",,,,"Equipment=1,ReplaceableUnit=53",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936342,Plmn=1",,,,,,1,1
ITBBU,441601,7906389,936342,19,紫金中坝支局5GBBU_3,紫金中坝支局5GBBU_3,GO_N5_4G河源紫金_中坝龙华塘基站01RRU1,460-11,460-11;460-01,874.2,5,10M,13,9996,FDD,0,1,0,5,1,42.50.51.82,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,684,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,0.0,200,42.50.51.82,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936342,ENBDUFunction=460-11_936342,"ENBCUCPFunction=460-11_936342,CULTE=1,CUEUtranCellFDDLTE=19","ENBDUFunction=460-11_936342,DULTE=1,DUEUtranCellFDDLTE=19","ENBDUFunction=460-11_936342,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=19-0","SupportFunction=1,SectorFunction=SF_4",,,,"Equipment=1,RfLink=13;Equipment=1,RfLink=14;Equipment=1,RfLink=16;Equipment=1,RfLink=15",,,,"Equipment=1,ReplaceableUnit=54",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936342,Plmn=1;ENBCUCPFunction=460-11_936342,Plmn=2",,,,,,1,1
ITBBU,441601,7906389,936342,20,紫金中坝支局5GBBU_3,紫金中坝支局5GBBU_3,GO_N5_4G河源紫金_中坝龙华塘基站01RRU2,460-11,460-11;460-01,874.2,5,10M,14,9996,FDD,0,1,0,5,1,42.50.51.82,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,102,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,0.0,200,42.50.51.82,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936342,ENBDUFunction=460-11_936342,"ENBCUCPFunction=460-11_936342,CULTE=1,CUEUtranCellFDDLTE=20","ENBDUFunction=460-11_936342,DULTE=1,DUEUtranCellFDDLTE=20","ENBDUFunction=460-11_936342,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=20-0","SupportFunction=1,SectorFunction=SF_5",,,,"Equipment=1,RfLink=18;Equipment=1,RfLink=17;Equipment=1,RfLink=20;Equipment=1,RfLink=19",,,,"Equipment=1,ReplaceableUnit=55",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936342,Plmn=1;ENBCUCPFunction=460-11_936342,Plmn=2",,,,,,1,1
ITBBU,441601,7906389,936342,21,紫金中坝支局5GBBU_3,紫金中坝支局5GBBU_3,GO_N5_4G河源紫金_中坝龙华塘基站01RRU3,460-11,460-11;460-01,874.2,5,10M,15,9996,FDD,0,1,0,5,1,42.50.51.82,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,774,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,0.0;0.0,200,42.50.51.82,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936342,ENBDUFunction=460-11_936342,"ENBCUCPFunction=460-11_936342,CULTE=1,CUEUtranCellFDDLTE=21","ENBDUFunction=460-11_936342,DULTE=1,DUEUtranCellFDDLTE=21","ENBDUFunction=460-11_936342,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=21-0","SupportFunction=1,SectorFunction=SF_6",,,,"Equipment=1,RfLink=22;Equipment=1,RfLink=24;Equipment=1,RfLink=21;Equipment=1,RfLink=23",,,,"Equipment=1,ReplaceableUnit=56",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936342,Plmn=1;ENBCUCPFunction=460-11_936342,Plmn=2",,,,,,1,1
ITBBU,441601,7906426,936379,19,龙川老局5GBBU_42,龙川老局5GBBU_42,GO_N5_4G河源龙川_工行基站01RRU1,460-11,460-11;460-01,874.2,5,10M,486,33808,FDD,0,1,0,5,1,42.50.47.46,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,498,50.0,46.9,19.2,2,1,2,1;1;1;1,1;1;1;1,6.0;6.0;6.0;6.0,200,42.50.47.46,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936379,ENBDUFunction=460-11_936379,"ENBCUCPFunction=460-11_936379,CULTE=1,CUEUtranCellFDDLTE=19","ENBDUFunction=460-11_936379,DULTE=1,DUEUtranCellFDDLTE=19","ENBDUFunction=460-11_936379,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=19-0","SupportFunction=1,SectorFunction=SF_4",,,,"Equipment=1,RfLink=13;Equipment=1,RfLink=14;Equipment=1,RfLink=16;Equipment=1,RfLink=15",,,,"Equipment=1,ReplaceableUnit=54",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936379,Plmn=1;ENBCUCPFunction=460-11_936379,Plmn=2",,,,,,1,1
ITBBU,441601,7906426,936379,17,龙川老局5GBBU_42,龙川老局5GBBU_42,GM_N5_4G河源龙川_龙川老局RRU2,460-11,460-11;460-01,874.2,5,10M,69,33808,FDD,0,1,0,5,1,42.50.47.46,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,540,50.0,46.9,19.2,2,1,2,1;1;1;1,1;1;1;1,6.0;6.0,200,42.50.47.46,200,0,normal,0,R9254 S8500(A6A),R9254,VBPd19,VSWd0e,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936379,ENBDUFunction=460-11_936379,"ENBCUCPFunction=460-11_936379,CULTE=1,CUEUtranCellFDDLTE=17","ENBDUFunction=460-11_936379,DULTE=1,DUEUtranCellFDDLTE=17","ENBDUFunction=460-11_936379,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=17-0","SupportFunction=1,SectorFunction=SF_2",,,,"Equipment=1,RfLink=5;Equipment=1,RfLink=6;Equipment=1,RfLink=8;Equipment=1,RfLink=7",,,,"Equipment=1,ReplaceableUnit=52",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936379,Plmn=1;ENBCUCPFunction=460-11_936379,Plmn=2",,,,,,1,1
ITBBU,441601,7906426,936379,18,龙川老局5GBBU_42,龙川老局5GBBU_42,GM_N5_4G河源龙川_龙川老局RRU3,460-11,460-11;460-01,874.2,5,10M,71,33808,FDD,0,1,0,5,1,42.50.47.46,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,534,50.0,46.9,19.2,2,1,2,1;1;1;1,1;1;1;1,6.0;6.0,200,42.50.47.46,200,0,normal,0,R9254 S8500(A6A),R9254,VBPd19,VSWd0e,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936379,ENBDUFunction=460-11_936379,"ENBCUCPFunction=460-11_936379,CULTE=1,CUEUtranCellFDDLTE=18","ENBDUFunction=460-11_936379,DULTE=1,DUEUtranCellFDDLTE=18","ENBDUFunction=460-11_936379,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=18-0","SupportFunction=1,SectorFunction=SF_3",,,,"Equipment=1,RfLink=9;Equipment=1,RfLink=10;Equipment=1,RfLink=12;Equipment=1,RfLink=11",,,,"Equipment=1,ReplaceableUnit=53",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936379,Plmn=1;ENBCUCPFunction=460-11_936379,Plmn=2",,,,,,1,1
ITBBU,441601,7906426,936379,16,龙川老局5GBBU_42,龙川老局5GBBU_42,GM_N5_4G河源龙川_龙川老局RRU1,460-11,460-11;460-01,874.2,5,10M,70,33808,FDD,0,1,0,5,1,42.50.47.46,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,528,50.0,46.9,19.2,2,1,2,1;1;1;1,1;1;1;1,6.0;6.0,200,42.50.47.46,200,0,normal,0,R9254 S8500(A6A),R9254,VBPd19,VSWd0e,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936379,ENBDUFunction=460-11_936379,"ENBCUCPFunction=460-11_936379,CULTE=1,CUEUtranCellFDDLTE=16","ENBDUFunction=460-11_936379,DULTE=1,DUEUtranCellFDDLTE=16","ENBDUFunction=460-11_936379,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=16-0","SupportFunction=1,SectorFunction=SF_1",,,,"Equipment=1,RfLink=3;Equipment=1,RfLink=4;Equipment=1,RfLink=2;Equipment=1,RfLink=1",,,,"Equipment=1,ReplaceableUnit=51",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936379,Plmn=1;ENBCUCPFunction=460-11_936379,Plmn=2",,,,,,1,1
ITBBU,441601,7906426,936379,24,龙川老局5GBBU_42,龙川老局5GBBU_42,GO_N5_4G河源龙川_粮仓基站01RRU3,460-11,460-11;460-01,874.2,5,10M,214,33808,FDD,0,1,0,5,1,42.50.47.46,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,456,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,6.0;6.0;6.0;6.0,200,42.50.47.46,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936379,ENBDUFunction=460-11_936379,"ENBCUCPFunction=460-11_936379,CULTE=1,CUEUtranCellFDDLTE=24","ENBDUFunction=460-11_936379,DULTE=1,DUEUtranCellFDDLTE=24","ENBDUFunction=460-11_936379,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=24-0","SupportFunction=1,SectorFunction=SF_9",,,,"Equipment=1,RfLink=33;Equipment=1,RfLink=34;Equipment=1,RfLink=35;Equipment=1,RfLink=36",,,,"Equipment=1,ReplaceableUnit=59",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936379,Plmn=1;ENBCUCPFunction=460-11_936379,Plmn=2",,,,,,1,1
ITBBU,441601,7906426,936379,22,龙川老局5GBBU_42,龙川老局5GBBU_42,GO_N5_4G河源龙川_粮仓基站01RRU1,460-11,460-11;460-01,874.2,5,10M,213,33808,FDD,0,1,0,5,1,42.50.47.46,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,450,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,6.0;6.0;6.0;6.0,200,42.50.47.46,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936379,ENBDUFunction=460-11_936379,"ENBCUCPFunction=460-11_936379,CULTE=1,CUEUtranCellFDDLTE=22","ENBDUFunction=460-11_936379,DULTE=1,DUEUtranCellFDDLTE=22","ENBDUFunction=460-11_936379,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=22-0","SupportFunction=1,SectorFunction=SF_7",,,,"Equipment=1,RfLink=25;Equipment=1,RfLink=26;Equipment=1,RfLink=27;Equipment=1,RfLink=28",,,,"Equipment=1,ReplaceableUnit=57",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936379,Plmn=1;ENBCUCPFunction=460-11_936379,Plmn=2",,,,,,1,1
ITBBU,441601,7906426,936379,23,龙川老局5GBBU_42,龙川老局5GBBU_42,GO_N5_4G河源龙川_粮仓基站01RRU2,460-11,460-11;460-01,874.2,5,10M,215,33808,FDD,0,1,0,5,1,42.50.47.46,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,414,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.47.46,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936379,ENBDUFunction=460-11_936379,"ENBCUCPFunction=460-11_936379,CULTE=1,CUEUtranCellFDDLTE=23","ENBDUFunction=460-11_936379,DULTE=1,DUEUtranCellFDDLTE=23","ENBDUFunction=460-11_936379,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=23-0","SupportFunction=1,SectorFunction=SF_8",,,,"Equipment=1,RfLink=29;Equipment=1,RfLink=30;Equipment=1,RfLink=31;Equipment=1,RfLink=32",,,,"Equipment=1,ReplaceableUnit=58",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936379,Plmn=1;ENBCUCPFunction=460-11_936379,Plmn=2",,,,,,1,1
ITBBU,441601,7906426,936379,20,龙川老局5GBBU_42,龙川老局5GBBU_42,GO_N5_4G河源龙川_工行基站01RRU2,460-11,460-11;460-01,874.2,5,10M,466,33808,FDD,0,1,0,5,1,42.50.47.46,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,486,50.0,46.9,19.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.47.46,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0e,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936379,ENBDUFunction=460-11_936379,"ENBCUCPFunction=460-11_936379,CULTE=1,CUEUtranCellFDDLTE=20","ENBDUFunction=460-11_936379,DULTE=1,DUEUtranCellFDDLTE=20","ENBDUFunction=460-11_936379,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=20-0","SupportFunction=1,SectorFunction=SF_5",,,,"Equipment=1,RfLink=18;Equipment=1,RfLink=17;Equipment=1,RfLink=20;Equipment=1,RfLink=19",,,,"Equipment=1,ReplaceableUnit=55",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_3","Equipment=1,ReplaceableUnit=VBP_1_3",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936379,Plmn=1;ENBCUCPFunction=460-11_936379,Plmn=2",,,,,,1,1
ITBBU,441601,7906346,936298,22,连平田源支局5GBBU_2,连平田源支局5GBBU_2,GO_N5_4G河源连平_田源新河RRU1,460-11,460-11;460-01,874.2,5,10M,342,33794,FDD,0,1,0,5,1,42.50.48.198,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,528,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.48.198,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936298,ENBDUFunction=460-11_936298,"ENBCUCPFunction=460-11_936298,CULTE=1,CUEUtranCellFDDLTE=22","ENBDUFunction=460-11_936298,DULTE=1,DUEUtranCellFDDLTE=22","ENBDUFunction=460-11_936298,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=22-0","SupportFunction=1,SectorFunction=SF_7",,,,"Equipment=1,RfLink=25;Equipment=1,RfLink=28;Equipment=1,RfLink=27;Equipment=1,RfLink=26",,,,"Equipment=1,ReplaceableUnit=57",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936298,Plmn=1;ENBCUCPFunction=460-11_936298,Plmn=2",,,,,,1,1
ITBBU,441601,7906340,936292,16,东源县局5GBBU_47,东源县局5GBBU_47,GO_N5_4G河源东源_仙塘观塘吉利鹅庄RRU1,460-11,460-11;460-01,874.2,5,10M,13,33800,FDD,0,1,0,5,1,42.50.50.198,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,30,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.50.198,200,0,normal,0,R9254 S8500(A6A),R9254,VBPd19,VSWd1,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936292,ENBDUFunction=460-11_936292,"ENBCUCPFunction=460-11_936292,CULTE=1,CUEUtranCellFDDLTE=16","ENBDUFunction=460-11_936292,DULTE=1,DUEUtranCellFDDLTE=16","ENBDUFunction=460-11_936292,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=16-0","SupportFunction=1,SectorFunction=SF_1",,,,"Equipment=1,RfLink=3;Equipment=1,RfLink=4;Equipment=1,RfLink=2;Equipment=1,RfLink=1",,,,"Equipment=1,ReplaceableUnit=51",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936292,Plmn=1;ENBCUCPFunction=460-11_936292,Plmn=2",,,,,,1,1
ITBBU,441601,7906340,936292,18,东源县局5GBBU_47,东源县局5GBBU_47,GO_N5_4G河源东源_仙塘观塘吉利鹅庄RRU3,460-11,460-11;460-01,874.2,5,10M,0,33800,FDD,0,1,0,5,1,42.50.50.198,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,12,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.50.198,200,0,normal,0,R9254 S8500(A6A),R9254,VBPd19,VSWd1,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936292,ENBDUFunction=460-11_936292,"ENBCUCPFunction=460-11_936292,CULTE=1,CUEUtranCellFDDLTE=18","ENBDUFunction=460-11_936292,DULTE=1,DUEUtranCellFDDLTE=18","ENBDUFunction=460-11_936292,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=18-0","SupportFunction=1,SectorFunction=SF_3",,,,"Equipment=1,RfLink=10;Equipment=1,RfLink=12;Equipment=1,RfLink=11;Equipment=1,RfLink=9",,,,"Equipment=1,ReplaceableUnit=53",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936292,Plmn=1;ENBCUCPFunction=460-11_936292,Plmn=2",,,,,,1,1
ITBBU,441601,7906340,936292,17,东源县局5GBBU_47,东源县局5GBBU_47,GO_N5_4G河源东源_仙塘观塘吉利鹅庄RRU2,460-11,460-11;460-01,874.2,5,10M,14,33800,FDD,0,1,0,5,1,42.50.50.198,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,18,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.50.198,200,0,normal,0,R9254 S8500(A6A),R9254,VBPd19,VSWd1,,VBPd,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936292,ENBDUFunction=460-11_936292,"ENBCUCPFunction=460-11_936292,CULTE=1,CUEUtranCellFDDLTE=17","ENBDUFunction=460-11_936292,DULTE=1,DUEUtranCellFDDLTE=17","ENBDUFunction=460-11_936292,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=17-0","SupportFunction=1,SectorFunction=SF_2",,,,"Equipment=1,RfLink=5;Equipment=1,RfLink=6;Equipment=1,RfLink=8;Equipment=1,RfLink=7",,,,"Equipment=1,ReplaceableUnit=52",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_8","Equipment=1,ReplaceableUnit=VBP_1_8",VBPd19,"Equipment=1,ReplaceableUnit=VSW_1_1",118796,0,1,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936292,Plmn=1;ENBCUCPFunction=460-11_936292,Plmn=2",,,,,,1,1
ITBBU,441601,7906346,936298,23,连平田源支局5GBBU_2,连平田源支局5GBBU_2,GO_N5_4G河源连平_田源新河RRU2,460-11,460-11;460-01,874.2,5,10M,343,33794,FDD,0,1,0,5,1,42.50.48.198,V5.75.10.20A03#V5.75.10.20F15,V5.75.10.20A03,V5.75.10,0,2,1,534,50.0,49.9,22.2,2,1,2,1;1;1;1,1;1;1;1,,200,42.50.48.198,200,0,normal,0,R9254 S8500(A6A),R9254,VBPe24,VSWd0,,VBPe,VSWd,0,,,460,11,ENBCUCPFunction=460-11_936298,ENBDUFunction=460-11_936298,"ENBCUCPFunction=460-11_936298,CULTE=1,CUEUtranCellFDDLTE=23","ENBDUFunction=460-11_936298,DULTE=1,DUEUtranCellFDDLTE=23","ENBDUFunction=460-11_936298,DULTE=1,CPResource=1,ECellEquipFuncFDDLTE=23-0","SupportFunction=1,SectorFunction=SF_8",,,,"Equipment=1,RfLink=29;Equipment=1,RfLink=31;Equipment=1,RfLink=32;Equipment=1,RfLink=30",,,,"Equipment=1,ReplaceableUnit=58",,,,R9254 S8500(A6A),R9254 S8500(A6A),,,,,"SupportFunction=1,BpPoolFunction=BF_4","Equipment=1,ReplaceableUnit=VBP_1_4",VBPe24,"Equipment=1,ReplaceableUnit=VSW_1_1",53259,0,0,0,"Equipment=1,SubRack=1",21,,0,0,0,0,1,"ENBCUCPFunction=460-11_936298,Plmn=1;ENBCUCPFunction=460-11_936298,Plmn=2",,,,,,1,1
