ManagedElementType,SubNetwork,ManagedElement,eNBId,cellLocalId,NE_Name,eNBName,cellName,enbci,cgi,mcc,mnc,plmn,earfcnDl,frequency,freqBandInd,pci,tac,cellSize,cellRSPortNum,maxCPTransPwr,cpTransPwr,cpSpeRefSigPwr,mimVersion,mimVersion_8,mimVersion_Range,connectionState,maintainState,administrativeState,ranShareSwitch,networkingMode,ipAddress,refENBFunctionNBIoT,refEUtranCellNBIoT,refECellEquipFunc,refPlmn,rfAppMode,refRfDevice,refBpDevice,rruNames,rruName_5,rruRadioMode,bbuName,functionMode,fiberNum,fiberRate,fiberCascade,McDeviceSet,ccName,aauUnitNum,vbpUnitNum,rruSN,bpSN,ccSN,bbuSN,rruOnAirTime,plmnIdList
SDR,441652,542526,542526,81,紫金临江工业区南TF_800（工程）,ENBFunctionNBIoT,紫金临江工业区南TF_NB_1（工程）,542526-81,460-11-542526-81,460,11,460-11,869.1,869.1,5,91,33910,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.23.12,ENBFunctionNBIoT=542526,"ENBFunctionNBIoT=542526,EUtranCellNBIoT=17","ENBFunctionNBIoT=542526,ECellEquipmentFunctionNB=2","Operator=2,Plmn=1",0,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,541275,541275,81,连平隆街F,ENBFunctionNBIoT,连平隆街F_NB_1（工程）,541275-81,460-11-541275-81,460,11,460-11,869.5,869.5,5,438,33911,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.46.133,ENBFunctionNBIoT=541275,"ENBFunctionNBIoT=541275,EUtranCellNBIoT=17","ENBFunctionNBIoT=541275,ECellEquipmentFunctionNB=5","Operator=2,Plmn=1",0,"Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542526,542526,80,紫金临江工业区南TF_800（工程）,ENBFunctionNBIoT,紫金临江工业区南TF_NB_0（工程）,542526-80,460-11-542526-80,460,11,460-11,869.5,869.5,5,90,33910,1,1,37.0,37.0,26.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.23.12,ENBFunctionNBIoT=542526,"ENBFunctionNBIoT=542526,EUtranCellNBIoT=16","ENBFunctionNBIoT=542526,ECellEquipmentFunctionNB=1","Operator=2,Plmn=1",0,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542494,542494,82,市区汇新大厦LBBU2(原C网BBU:907-市区汇新大夏),ENBFunctionNBIoT,市区汇新大厦F_NB(CL双模)_2（工程）,542494-82,460-11-542494-82,460,11,460-11,869.3,869.3,5,89,33907,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.3.154,ENBFunctionNBIoT=542494,"ENBFunctionNBIoT=542494,EUtranCellNBIoT=6","ENBFunctionNBIoT=542494,ECellEquipmentFunctionNB=3","Operator=1,Plmn=1",0,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=3,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,0,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,540921,540921,81,东源蓝口2F,ENBFunctionNBIoT,东源蓝口2F_NB_1（工程）,540921-81,460-11-540921-81,460,11,460-11,869.1,869.1,5,232,33914,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.18.132,ENBFunctionNBIoT=540921,"ENBFunctionNBIoT=540921,EUtranCellNBIoT=17","ENBFunctionNBIoT=540921,ECellEquipmentFunctionNB=5","Operator=2,Plmn=1",0,"Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,541148,541148,80,紫金临江梧丰LF,ENBFunctionNBIoT,紫金临江塘排LF_NB_0（工程）,541148-80,460-11-541148-80,460,11,460-11,869.5,869.5,5,270,33910,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.23.18,ENBFunctionNBIoT=541148,"ENBFunctionNBIoT=541148,EUtranCellNBIoT=16","ENBFunctionNBIoT=541148,ECellEquipmentFunctionNB=7","Operator=2,Plmn=1",0,"Equipment=1,Rack=57,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,540921,540921,80,东源蓝口2F,ENBFunctionNBIoT,东源蓝口2F_NB_0（工程）,540921-80,460-11-540921-80,460,11,460-11,869.5,869.5,5,231,33914,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.18.132,ENBFunctionNBIoT=540921,"ENBFunctionNBIoT=540921,EUtranCellNBIoT=16","ENBFunctionNBIoT=540921,ECellEquipmentFunctionNB=4","Operator=2,Plmn=1",0,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,540921,540921,82,东源蓝口2F,ENBFunctionNBIoT,东源蓝口2F_NB_2（工程）,540921-82,460-11-540921-82,460,11,460-11,869.3,869.3,5,233,33914,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.18.132,ENBFunctionNBIoT=540921,"ENBFunctionNBIoT=540921,EUtranCellNBIoT=18","ENBFunctionNBIoT=540921,ECellEquipmentFunctionNB=6","Operator=2,Plmn=1",0,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,541334,541334,80,连平溪山LF,ENBFunctionNBIoT,连平溪山LF_NB_0（工程）,541334-80,460-11-541334-80,460,11,460-11,869.5,869.5,5,366,33911,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.15.165,ENBFunctionNBIoT=541334,"ENBFunctionNBIoT=541334,EUtranCellNBIoT=16","ENBFunctionNBIoT=541334,ECellEquipmentFunctionNB=4","Operator=2,Plmn=1",0,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,541089,541089,80,连平忠信大湖电站LF,ENBFunctionNBIoT,连平忠信大湖电站LF_NB_0（工程）,541089-80,460-11-541089-80,460,11,460-11,869.5,869.5,5,372,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.20,ENBFunctionNBIoT=541089,"ENBFunctionNBIoT=541089,EUtranCellNBIoT=16","ENBFunctionNBIoT=541089,ECellEquipmentFunctionNB=4","Operator=2,Plmn=1",0,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,541089,541089,81,连平忠信大湖电站LF,ENBFunctionNBIoT,连平忠信大湖电站LF_NB_1（工程）,541089-81,460-11-541089-81,460,11,460-11,869.1,869.1,5,373,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.20,ENBFunctionNBIoT=541089,"ENBFunctionNBIoT=541089,EUtranCellNBIoT=17","ENBFunctionNBIoT=541089,ECellEquipmentFunctionNB=5","Operator=2,Plmn=1",0,"Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542503,542503,82,连平忠信莲塘F,ENBFunctionNBIoT,连平忠信莲塘F_NB_2（工程）,542503-82,460-11-542503-82,460,11,460-11,869.3,869.3,5,422,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.34,ENBFunctionNBIoT=542503,"ENBFunctionNBIoT=542503,EUtranCellNBIoT=18","ENBFunctionNBIoT=542503,ECellEquipmentFunctionNB=9","Operator=2,Plmn=1",0,"Equipment=1,Rack=59,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,540754,540754,80,连平明珠花园F,ENBFunctionNBIoT,连平麻陂LF_NB_0（工程）,540754-80,460-11-540754-80,460,11,460-11,869.5,869.5,5,429,33911,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.15.130,ENBFunctionNBIoT=540754,"ENBFunctionNBIoT=540754,EUtranCellNBIoT=15","ENBFunctionNBIoT=540754,ECellEquipmentFunctionNB=4","Operator=2,Plmn=1",0,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,540754,540754,81,连平明珠花园F,ENBFunctionNBIoT,连平麻陂LF_NB_1（工程）,540754-81,460-11-540754-81,460,11,460-11,869.1,869.1,5,430,33911,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.15.130,ENBFunctionNBIoT=540754,"ENBFunctionNBIoT=540754,EUtranCellNBIoT=16","ENBFunctionNBIoT=540754,ECellEquipmentFunctionNB=5","Operator=2,Plmn=1",0,"Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,540754,540754,82,连平明珠花园F,ENBFunctionNBIoT,连平麻陂LF_NB_2（工程）,540754-82,460-11-540754-82,460,11,460-11,869.3,869.3,5,431,33911,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.15.130,ENBFunctionNBIoT=540754,"ENBFunctionNBIoT=540754,EUtranCellNBIoT=17","ENBFunctionNBIoT=540754,ECellEquipmentFunctionNB=6","Operator=2,Plmn=1",0,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542503,542503,80,连平忠信莲塘F,ENBFunctionNBIoT,连平忠信莲塘F_NB_0（工程）,542503-80,460-11-542503-80,460,11,460-11,869.5,869.5,5,420,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.34,ENBFunctionNBIoT=542503,"ENBFunctionNBIoT=542503,EUtranCellNBIoT=16","ENBFunctionNBIoT=542503,ECellEquipmentFunctionNB=7","Operator=2,Plmn=1",0,"Equipment=1,Rack=57,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542511,542511,80,市区高围接入网F_800M（工程）,ENBFunctionNBIoT,市区高围接入网F_NB_0（工程）,542511-80,460-11-542511-80,460,11,460-11,869.5,869.5,5,147,33909,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.9.142,ENBFunctionNBIoT=542511,"ENBFunctionNBIoT=542511,EUtranCellNBIoT=16","ENBFunctionNBIoT=542511,ECellEquipmentFunctionNB=1","Operator=2,Plmn=1",0,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542503,542503,81,连平忠信莲塘F,ENBFunctionNBIoT,连平忠信莲塘F_NB_1（工程）,542503-81,460-11-542503-81,460,11,460-11,869.1,869.1,5,421,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.34,ENBFunctionNBIoT=542503,"ENBFunctionNBIoT=542503,EUtranCellNBIoT=17","ENBFunctionNBIoT=542503,ECellEquipmentFunctionNB=8","Operator=2,Plmn=1",0,"Equipment=1,Rack=58,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,541089,541089,82,连平忠信大湖电站LF,ENBFunctionNBIoT,连平忠信大湖电站LF_NB_2（工程）,541089-82,460-11-541089-82,460,11,460-11,869.3,869.3,5,374,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.20,ENBFunctionNBIoT=541089,"ENBFunctionNBIoT=541089,EUtranCellNBIoT=18","ENBFunctionNBIoT=541089,ECellEquipmentFunctionNB=6","Operator=2,Plmn=1",0,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,541334,541334,81,连平溪山LF,ENBFunctionNBIoT,连平溪山LF_NB_1（工程）,541334-81,460-11-541334-81,460,11,460-11,869.1,869.1,5,367,33911,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.15.165,ENBFunctionNBIoT=541334,"ENBFunctionNBIoT=541334,EUtranCellNBIoT=17","ENBFunctionNBIoT=541334,ECellEquipmentFunctionNB=5","Operator=2,Plmn=1",0,"Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542509,542509,80,东源船塘LF_800M（工程）,ENBFunctionNBIoT,东源船塘LF_NB_0（工程）,542509-80,460-11-542509-80,460,11,460-11,869.5,869.5,5,498,33915,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.157.36.140,ENBFunctionNBIoT=542509,"ENBFunctionNBIoT=542509,EUtranCellNBIoT=16","ENBFunctionNBIoT=542509,ECellEquipmentFunctionNB=1","Operator=2,Plmn=1",0,"Equipment=1,Rack=51,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,542509,542509,81,东源船塘LF_800M（工程）,ENBFunctionNBIoT,东源船塘LF_NB_1（工程）,542509-81,460-11-542509-81,460,11,460-11,869.1,869.1,5,499,33915,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.157.36.140,ENBFunctionNBIoT=542509,"ENBFunctionNBIoT=542509,EUtranCellNBIoT=17","ENBFunctionNBIoT=542509,ECellEquipmentFunctionNB=2","Operator=2,Plmn=1",0,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=6,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,3,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441652,540740,540740,81,市区埔前双头F,ENBFunctionNBIoT,市区埔前双头F_NB_1（工程）,540740-81,460-11-540740-81,460,11,460-11,869.3,869.3,5,40,33910,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.9.132,ENBFunctionNBIoT=540740,"ENBFunctionNBIoT=540740,EUtranCellNBIoT=21","ENBFunctionNBIoT=540740,ECellEquipmentFunctionNB=5","Operator=2,Plmn=1",0,"Equipment=1,Rack=55,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,541088,541088,80,连平忠信大湖F,ENBFunctionNBIoT,连平忠信大湖F_NB_0（工程）,541088-80,460-11-541088-80,460,11,460-11,869.5,869.5,5,219,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.19,ENBFunctionNBIoT=541088,"ENBFunctionNBIoT=541088,EUtranCellNBIoT=16","ENBFunctionNBIoT=541088,ECellEquipmentFunctionNB=6","Operator=2,Plmn=1",0,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,541088,541088,81,连平忠信大湖F,ENBFunctionNBIoT,连平忠信大湖F_NB_1（工程）,541088-81,460-11-541088-81,460,11,460-11,869.1,869.1,5,220,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.19,ENBFunctionNBIoT=541088,"ENBFunctionNBIoT=541088,EUtranCellNBIoT=17","ENBFunctionNBIoT=541088,ECellEquipmentFunctionNB=7","Operator=2,Plmn=1",0,"Equipment=1,Rack=57,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,1,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,542502,542502,80,连平忠信三角支局BBU3,ENBFunctionNBIoT,连平忠信粤赣高速F_NB_0（工程）,542502-80,460-11-542502-80,460,11,460-11,869.1,869.1,5,256,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.33,ENBFunctionNBIoT=542502,"ENBFunctionNBIoT=542502,EUtranCellNBIoT=20","ENBFunctionNBIoT=542502,ECellEquipmentFunctionNB=2","Operator=2,Plmn=1",0,"Equipment=1,Rack=52,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,540803,540803,80,连平忠信地税局F,ENBFunctionNBIoT,连平忠信地税局F_NB_0（工程）,540803-80,460-11-540803-80,460,11,460-11,869.3,869.3,5,81,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.6,ENBFunctionNBIoT=540803,"ENBFunctionNBIoT=540803,EUtranCellNBIoT=20","ENBFunctionNBIoT=540803,ECellEquipmentFunctionNB=4","Operator=2,Plmn=1",0,"Equipment=1,Rack=54,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN1A,20493,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,542502,542502,81,连平忠信三角支局BBU3,ENBFunctionNBIoT,连平忠信粤赣高速F_NB_1（工程）,542502-81,460-11-542502-81,460,11,460-11,869.1,869.1,5,257,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.33,ENBFunctionNBIoT=542502,"ENBFunctionNBIoT=542502,EUtranCellNBIoT=21","ENBFunctionNBIoT=542502,ECellEquipmentFunctionNB=3","Operator=2,Plmn=1",0,"Equipment=1,Rack=53,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
SDR,441651,542502,542502,84,连平忠信三角支局BBU3,ENBFunctionNBIoT,连平忠信三角开发区F_NB_1（工程）,542502-84,460-11-542502-84,460,11,460-11,869.1,869.1,5,254,33919,1,1,40.0,40.0,29.2,V6.20.10.00,V6.20.10,V6.20.10.00,1,0,5,1,3,8.150.17.33,ENBFunctionNBIoT=542502,"ENBFunctionNBIoT=542502,EUtranCellNBIoT=24","ENBFunctionNBIoT=542502,ECellEquipmentFunctionNB=6","Operator=2,Plmn=1",0,"Equipment=1,Rack=56,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1","Equipment=1,Rack=1,SubRack=1,Slot=8,PlugInUnit=1,SdrDeviceGroup=1",R8862A S8500(A6A),R8862,16;64,BPN2,8409089,2,6,0,"Equipment=1,Rack=1,SubRack=1,Slot=1,PlugInUnit=1,SdrDeviceGroup=1,McDeviceSet=1",CCE1,1,1,,,,,,
